 Units of measure: Mols m-2 d-1
 Month;Alt;Azi;Altitude;Azimuth; SkySky;SkyTop;FolTop;FolSky;Total ;Sky   ;  Mask;    Total;   Gap Can; Gap Topo;Gap Both;Gap Can; Gap Topo;Gap Both;Canopy  ;Site    ;Id_UOC ; Id_SOC;  Above ;  Above  ; Above ;  Mask  ;  Mask   ; Mask ;   Trans ;  Trans  ; Trans
      ;Bin;Bin;        ;       ; Pixels;Pixels;Pixels;Pixels;Pixels;Area  ;  Area;    Area ;   Diffuse; Diffuse ;Diffuse ;Direct ; Direct  ;Direct  ;Openness;Openness;       ;       ;  Direct;  Diffuse; Total ;  Direct;  Diffuse; Total;   Direct;  Diffuse; Total
 All; 14; 83; 27.0000;330.0000;    15;     0;     0;     0;    15;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 84; 27.0000;334.0000;    15;     0;     0;     0;    15;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 85; 27.0000;338.0000;    15;     0;     0;     0;    15;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 86; 27.0000;342.0000;    15;     0;     0;     0;    15;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 87; 27.0000;346.0000;    15;     0;     0;     0;    15;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 88; 27.0000;350.0000;    13;     0;     0;     0;    13;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 89; 27.0000;354.0000;    16;     0;     0;     0;    16;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 14; 90; 27.0000;358.0000;    13;     0;     0;     0;    13;0.000346;0.000000;0.000346;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.034556;0.034556;0.000314;0.000257;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806;0.000000;0.004806;0.004806
 All; 15;  1; 29.0000;  2.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  2; 29.0000;  6.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  3; 29.0000; 10.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  4; 29.0000; 14.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  5; 29.0000; 18.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  6; 29.0000; 22.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  7; 29.0000; 26.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  8; 29.0000; 30.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15;  9; 29.0000; 34.0000;    16;     0;     0;     0;    16;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 10; 29.0000; 38.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 11; 29.0000; 42.0000;    18;     0;     0;     0;    18;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 12; 29.0000; 46.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 13; 29.0000; 50.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 14; 29.0000; 54.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 15; 29.0000; 58.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 16; 29.0000; 62.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 17; 29.0000; 66.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 18; 29.0000; 70.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 19; 29.0000; 74.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 20; 29.0000; 78.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 21; 29.0000; 82.0000;    16;     0;     0;     0;    16;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 22; 29.0000; 86.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.026401;0.005037;0.031438;0.026401;0.005037;0.031438;0.026401;0.005037;0.031438
 All; 15; 23; 29.0000; 90.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.014376;0.005037;0.019413;0.014376;0.005037;0.019413;0.014376;0.005037;0.019413
 All; 15; 24; 29.0000; 94.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.010980;0.005037;0.016017;0.010980;0.005037;0.016017;0.010980;0.005037;0.016017
 All; 15; 25; 29.0000; 98.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.009652;0.005037;0.014689;0.009652;0.005037;0.014689;0.009652;0.005037;0.014689
 All; 15; 26; 29.0000;102.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008358;0.005037;0.013395;0.008358;0.005037;0.013395;0.008358;0.005037;0.013395
 All; 15; 27; 29.0000;106.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.007245;0.005037;0.012283;0.007245;0.005037;0.012283;0.007245;0.005037;0.012283
 All; 15; 28; 29.0000;110.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008437;0.005037;0.013474;0.008437;0.005037;0.013474;0.008437;0.005037;0.013474
 All; 15; 29; 29.0000;114.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.007950;0.005037;0.012988;0.007950;0.005037;0.012988;0.007950;0.005037;0.012988
 All; 15; 30; 29.0000;118.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008273;0.005037;0.013311;0.008273;0.005037;0.013311;0.008273;0.005037;0.013311
 All; 15; 31; 29.0000;122.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008585;0.005037;0.013622;0.008585;0.005037;0.013622;0.008585;0.005037;0.013622
 All; 15; 32; 29.0000;126.0000;    18;     0;     0;     0;    18;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008294;0.005037;0.013331;0.008294;0.005037;0.013331;0.008294;0.005037;0.013331
 All; 15; 33; 29.0000;130.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008702;0.005037;0.013740;0.008702;0.005037;0.013740;0.008702;0.005037;0.013740
 All; 15; 34; 29.0000;134.0000;    17;     0;     0;     0;    17;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008949;0.005037;0.013986;0.008949;0.005037;0.013986;0.008949;0.005037;0.013986
 All; 15; 35; 29.0000;138.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.009240;0.005037;0.014277;0.009240;0.005037;0.014277;0.009240;0.005037;0.014277
 All; 15; 36; 29.0000;142.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.010563;0.005037;0.015601;0.010563;0.005037;0.015601;0.010563;0.005037;0.015601
 All; 15; 37; 29.0000;146.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.010429;0.005037;0.015467;0.010429;0.005037;0.015467;0.010429;0.005037;0.015467
 All; 15; 38; 29.0000;150.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.011133;0.005037;0.016170;0.011133;0.005037;0.016170;0.011133;0.005037;0.016170
 All; 15; 39; 29.0000;154.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.011823;0.005037;0.016861;0.011823;0.005037;0.016861;0.011823;0.005037;0.016861
 All; 15; 40; 29.0000;158.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.012877;0.005037;0.017914;0.012877;0.005037;0.017914;0.012877;0.005037;0.017914
 All; 15; 41; 29.0000;162.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.013798;0.005037;0.018836;0.013798;0.005037;0.018836;0.013798;0.005037;0.018836
 All; 15; 42; 29.0000;166.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.014897;0.005037;0.019935;0.014897;0.005037;0.019935;0.014897;0.005037;0.019935
 All; 15; 43; 29.0000;170.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.015185;0.005037;0.020223;0.015185;0.005037;0.020223;0.015185;0.005037;0.020223
 All; 15; 44; 29.0000;174.0000;    16;     0;     0;     0;    16;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.015859;0.005037;0.020897;0.015859;0.005037;0.020897;0.015859;0.005037;0.020897
 All; 15; 45; 29.0000;178.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.015575;0.005037;0.020612;0.015575;0.005037;0.020612;0.015575;0.005037;0.020612
 All; 15; 46; 29.0000;182.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.015731;0.005037;0.020768;0.015731;0.005037;0.020768;0.015731;0.005037;0.020768
 All; 15; 47; 29.0000;186.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.015856;0.005037;0.020894;0.015856;0.005037;0.020894;0.015856;0.005037;0.020894
 All; 15; 48; 29.0000;190.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.015487;0.005037;0.020525;0.015487;0.005037;0.020525;0.015487;0.005037;0.020525
 All; 15; 49; 29.0000;194.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.014925;0.005037;0.019962;0.014925;0.005037;0.019962;0.014925;0.005037;0.019962
 All; 15; 50; 29.0000;198.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.013747;0.005037;0.018785;0.013747;0.005037;0.018785;0.013747;0.005037;0.018785
 All; 15; 51; 29.0000;202.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.012471;0.005037;0.017509;0.012471;0.005037;0.017509;0.012471;0.005037;0.017509
 All; 15; 52; 29.0000;206.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.011904;0.005037;0.016941;0.011904;0.005037;0.016941;0.011904;0.005037;0.016941
 All; 15; 53; 29.0000;210.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.011862;0.005037;0.016900;0.011862;0.005037;0.016900;0.011862;0.005037;0.016900
 All; 15; 54; 29.0000;214.0000;    16;     0;     0;     0;    16;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.011018;0.005037;0.016056;0.011018;0.005037;0.016056;0.011018;0.005037;0.016056
 All; 15; 55; 29.0000;218.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.010164;0.005037;0.015201;0.010164;0.005037;0.015201;0.010164;0.005037;0.015201
 All; 15; 56; 29.0000;222.0000;    18;     0;     0;     0;    18;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.009727;0.005037;0.014764;0.009727;0.005037;0.014764;0.009727;0.005037;0.014764
 All; 15; 57; 29.0000;226.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.009061;0.005037;0.014099;0.009061;0.005037;0.014099;0.009061;0.005037;0.014099
 All; 15; 58; 29.0000;230.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.009706;0.005037;0.014743;0.009706;0.005037;0.014743;0.009706;0.005037;0.014743
 All; 15; 59; 29.0000;234.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008411;0.005037;0.013449;0.008411;0.005037;0.013449;0.008411;0.005037;0.013449
 All; 15; 60; 29.0000;238.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008239;0.005037;0.013276;0.008239;0.005037;0.013276;0.008239;0.005037;0.013276
 All; 15; 61; 29.0000;242.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008513;0.005037;0.013550;0.008513;0.005037;0.013550;0.008513;0.005037;0.013550
 All; 15; 62; 29.0000;246.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008057;0.005037;0.013095;0.008057;0.005037;0.013095;0.008057;0.005037;0.013095
 All; 15; 63; 29.0000;250.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008193;0.005037;0.013231;0.008193;0.005037;0.013231;0.008193;0.005037;0.013231
 All; 15; 64; 29.0000;254.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008157;0.005037;0.013195;0.008157;0.005037;0.013195;0.008157;0.005037;0.013195
 All; 15; 65; 29.0000;258.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.008425;0.005037;0.013463;0.008425;0.005037;0.013463;0.008425;0.005037;0.013463
 All; 15; 66; 29.0000;262.0000;    16;     0;     0;     0;    16;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.009969;0.005037;0.015006;0.009969;0.005037;0.015006;0.009969;0.005037;0.015006
 All; 15; 67; 29.0000;266.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.010670;0.005037;0.015707;0.010670;0.005037;0.015707;0.010670;0.005037;0.015707
 All; 15; 68; 29.0000;270.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.013592;0.005037;0.018629;0.013592;0.005037;0.018629;0.013592;0.005037;0.018629
 All; 15; 69; 29.0000;274.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.026799;0.005037;0.031837;0.026799;0.005037;0.031837;0.026799;0.005037;0.031837
 All; 15; 70; 29.0000;278.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 71; 29.0000;282.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 72; 29.0000;286.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 73; 29.0000;290.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 74; 29.0000;294.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 75; 29.0000;298.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 76; 29.0000;302.0000;    12;     0;     0;     0;    12;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 77; 29.0000;306.0000;    18;     0;     0;     0;    18;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 78; 29.0000;310.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 79; 29.0000;314.0000;    17;     0;     0;     0;    17;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 80; 29.0000;318.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 81; 29.0000;322.0000;    14;     0;     0;     0;    14;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 82; 29.0000;326.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 83; 29.0000;330.0000;    15;     0;     0;     0;    15;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 84; 29.0000;334.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
 All; 15; 85; 29.0000;338.0000;    13;     0;     0;     0;    13;0.000339;0.000000;0.000339;1.000000;1.000000;1.000000;1.000000;1.000000;1.000000;0.033920;0.033920;0.000329;0.000278;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037;0.000000;0.005037;0.005037
